book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	1	关关雎鸠、	kuan55 kuan55 tɕy55 tɕiou55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	1	在河之洲。	tsai51 xɤ35 tʂʅ55 tʂou55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	1	窈窕淑女、	iɑu214 tʰiɑu214 ʂu55 ny214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	1	君子好逑。	tɕyn55 tsɿ214 xɑu51 tɕʰiou35
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	2	参差荇菜、	tsʰən55 tsʰɿ55 ɕiŋ51 tsʰai51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	2	左右流之。	tsuo214 iou51 liou35 tʂʅ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	2	窈窕淑女、	iɑu214 tʰiɑu214 ʂu55 ny214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	2	寤寐求之。	u51 mei51 tɕʰiou35 tʂʅ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	2	求之不得、	tɕʰiou35 tʂʅ55 pu51 tɤ35
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	2	寤寐思服。	u51 mei51 sɿ55 fu35
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	2	悠哉悠哉、	iou55 tsai55 iou55 tsai55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	2	辗转反侧。	tʂan214 tʂuan214 fan214 tsʰɤ51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	3	参差荇菜、	tsʰən55 tsʰɿ55 ɕiŋ51 tsʰai51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	3	左右采之。	tsuo214 iou51 tsʰai51 tʂʅ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	3	窈窕淑女、	iɑu214 tʰiɑu214 ʂu55 ny214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	3	琴瑟友之。	tɕʰin35 sɤ51 iou214 tʂʅ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	3	参差荇菜、	tsʰən55 tsʰɿ55 ɕiŋ51 tsʰai51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	3	左右芼之。	tsuo214 iou51 mɑu51 tʂʅ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	3	窈窕淑女、	iɑu214 tʰiɑu214 ʂu55 ny214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Guan Ju	3	锺鼓乐之。	tʂuŋ55 ku214 yɛ51 tʂʅ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	1	葛之覃兮、	kɤ35 tʂʅ55 tʰan35 ɕi55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	1	施于中谷。	ʂʅ55 y35 tʂuŋ55 ku214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	1	维叶萋萋、	uei35 iɛ51 tɕʰi55 tɕʰi55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	1	黄鸟于飞。	xuɑŋ35 niɑu214 y35 fei55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	1	集于灌木、	tɕi35 y35 kuan51 mu51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	1	其鸣喈喈。	tɕʰi35 miŋ35 tɕiɛ55 tɕiɛ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	2	葛之覃兮、	kɤ35 tʂʅ55 tʰan35 ɕi55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	2	施于中谷。	ʂʅ55 y35 tʂuŋ55 ku214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	2	维叶莫莫、	uei35 iɛ51 mu51 mu51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	2	是刈是濩。	ʂʅ51 i51 ʂʅ51 xuo51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	2	为絺为綌、	uei35 tʂʰʅ55 uei35 ɕi51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	2	服之无斁。	fu35 tʂʅ55 u35 i51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	3	言告师氏、	iɛn35 kɑu51 ʂʅ55 ʂʅ51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	3	言告言归。	iɛn35 kɑu51 iɛn35 kuei55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	3	薄污我私、	puo35 u55 uo214 sɿ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	3	薄浣我衣。	puo35 xuan214 uo214 i55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	3	害浣害否、	xai51 xuan214 xai51 fou214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Ge Tan	3	归宁父母。	kuei55 niŋ35 fu51 mu214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	1	采采卷耳、	tsʰai214 tsʰai214 tɕyɛn51 ər214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	1	不盈顷筐。	pu51 iŋ35 tɕʰiŋ214 kʰuɑŋ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	1	嗟我怀人、	tɕiɛ55 uo214 xuai35 rən35
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	1	置彼周行。	tʂʅ51 pi214 tʂou55 ɕiŋ35
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	2	陟彼崔嵬、	tʂʅ51 pi214 tsʰuei55 uei35
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	2	我马虺隤。	uo214 ma214 xuei55 tʰuei35
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	2	我姑酌彼金罍、	uo214 ku55 tʂuo35 pi214 tɕin55 lei35
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	2	维以不永怀。	uei35 i214 pu51 yŋ214 xuai35
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	3	陟彼高冈、	tʂʅ51 pi214 kɑu55 kɑŋ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	3	我马玄黄。	uo214 ma214 ɕyɛn35 xuɑŋ35
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	3	我姑酌彼兕觥、	uo214 ku55 tʂuo35 pi214 sɿ51 kuŋ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	3	维以不永伤。	uei35 i214 pu51 yŋ214 ʂɑŋ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	4	陟彼砠矣、	tʂʅ51 pi214 tɕy55 i214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	4	我马瘏矣、	uo214 ma214 tʰu35 i214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	4	我仆痡矣、	uo214 pʰu35 pʰu55 i214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Juan Er	4	云何吁矣。	yn35 xɤ35 ɕy55 i214
book-of-poetry/odes-of-zhou-and-the-south/zhs	Jiu Mu	1	南有樛木、	nan35 iou214 tɕiou55 mu51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Jiu Mu	1	葛藟累之。	kɤ35 lei214 lei35 tʂʅ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Jiu Mu	1	乐只君子、	lɤ51 tʂʅ214 tɕyn55 tsɿ
book-of-poetry/odes-of-zhou-and-the-south/zhs	Jiu Mu	1	福履绥之。	fu35 ly214 suei35 tʂʅ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Jiu Mu	2	南有樛木、	nan35 iou214 tɕiou55 mu51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Jiu Mu	2	葛藟荒之。	kɤ35 lei214 xuɑŋ55 tʂʅ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Jiu Mu	2	乐只君子、	lɤ51 tʂʅ214 tɕyn55 tsɿ
book-of-poetry/odes-of-zhou-and-the-south/zhs	Jiu Mu	2	福履将之。	fu35 ly214 tɕiɑŋ55 tʂʅ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Jiu Mu	3	南有樛木、	nan35 iou214 tɕiou55 mu51
book-of-poetry/odes-of-zhou-and-the-south/zhs	Jiu Mu	3	葛藟萦之。	kɤ35 lei214 iŋ35 tʂʅ55
book-of-poetry/odes-of-zhou-and-the-south/zhs	Jiu Mu	3	乐只君子、	lɤ51 tʂʅ214 tɕyn55 tsɿ
book-of-poetry/odes-of-zhou-and-the-south/zhs	Jiu Mu	3	福履成之。	fu35 ly214 tʂʰəŋ35 tʂʅ55
